posting_date,id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,state,lat,long,odometer_tier,description,tx_avg
2021-04-24T16:03:11-0700,7312129822,reno / tahoe,31995.0,2017,ram,1500,excellent,8 cylinders,gas,65783.0,clean,automatic,1C6RR7FT9HS839255,4wd,full-size,pickup,ca,39.517781,-119.773093,high_mi,2017 ram 1500 high_mi,33995.0
2021-04-26T15:23:30-0400,7312972365,saginaw-midland-baycity,35850.0,2017,ford,f-150,excellent,6 cylinders,gas,36200.0,clean,automatic,1FTFW1EG5HFB69945,4wd,full-size,truck,mi,43.341,-83.7475,mid_mi,2017 ford f-150 mid_mi,35990.0
2021-04-28T09:37:01-0400,7313778406,tampa bay area,36900.0,2017,ford,f-150,good,6 cylinders,gas,36361.0,clean,automatic,1FTEW1CP2HFC50108,rwd,full-size,truck,fl,27.98612,-82.27038,mid_mi,2017 ford f-150 mid_mi,35990.0
2021-04-30T11:33:29-0500,7314862174,waterloo / cedar falls,36400.0,2017,toyota,tundra,excellent,8 cylinders,other,69546.0,clean,automatic,5TFUW5F13HX599959,4wd,,truck,ia,42.506275,-92.466713,high_mi,2017 toyota tundra high_mi,37995.0
2021-04-27T10:42:07-0400,7313308842,rochester,36782.0,2016,gmc,sierra 1500,excellent,8 cylinders,gas,52300.0,clean,automatic,3GTU2NEC8GG257070,4wd,full-size,truck,ny,43.002421,-77.667238,mid_to_high_mi,2016 gmc sierra 1500 mid_to_high_mi,40990.0
2021-04-24T16:04:14-0700,7312130303,reno / tahoe,31995.0,2016,ram,1500,excellent,8 cylinders,gas,45667.0,clean,automatic,1C6RR7FT4GS244179,4wd,full-size,pickup,ca,39.517781,-119.773093,mid_to_high_mi,2016 ram 1500 mid_to_high_mi,19999.0
2021-04-20T10:35:28-0500,7309824276,sheboygan,32650.0,2016,gmc,sierra 1500,excellent,8 cylinders,gas,54288.0,clean,automatic,1GTV2MEC2GZ324275,4wd,mid-size,truck,wi,44.07818,-87.6968,mid_to_high_mi,2016 gmc sierra 1500 mid_to_high_mi,40990.0
2021-04-24T16:00:26-0700,7312128596,reno / tahoe,32995.0,2016,ram,1500,excellent,8 cylinders,gas,53510.0,clean,automatic,1C6RR7FT7GS108435,4wd,full-size,pickup,ca,39.517781,-119.773093,mid_to_high_mi,2016 ram 1500 mid_to_high_mi,19999.0
2021-04-17T15:00:36-0500,7308435887,columbia / jeff city,33990.0,2016,chevrolet,silverado 1500 double,good,8 cylinders,gas,46649.0,clean,other,1GCVKREC5GZ322730,4wd,,pickup,mo,38.95,-92.32,mid_to_high_mi,2016 chevrolet silverado 1500 double mid_to_high_mi,30990.0
2021-04-30T14:40:40-0500,7314976200,omaha / council bluffs,24915.0,2016,nissan,frontier,good,6 cylinders,gas,34816.0,clean,automatic,1N6AD0CW4GN766431,4wd,mid-size,truck,ia,40.9992,-95.9139,mid_mi,2016 nissan frontier mid_mi,18995.0
2021-04-17T14:00:35-0400,7308358115,pittsburgh,32990.0,2016,chevrolet,silverado 1500 double,good,8 cylinders,other,55069.0,clean,other,1GCVKRECXGZ250021,4wd,,pickup,pa,40.43,-79.97,mid_to_high_mi,2016 chevrolet silverado 1500 double mid_to_high_mi,30990.0
2021-04-24T14:21:00-0400,7311980340,buffalo,33990.0,2016,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,33408.0,clean,other,1GTV2MEC1GZ365125,4wd,,pickup,ny,42.88,-78.85,mid_mi,2016 gmc sierra 1500 double cab sle mid_mi,30990.0
2021-04-30T13:02:13-0400,7314879917,new york city,34995.0,2016,ram,1500,excellent,,gas,48899.0,clean,automatic,1C6RR7YT0GS194197,,,pickup,ny,40.834225,-73.338792,mid_to_high_mi,2016 ram 1500 mid_to_high_mi,19999.0
2021-04-24T16:00:49-0700,7312128755,reno / tahoe,24995.0,2016,ram,1500,excellent,8 cylinders,gas,48000.0,clean,automatic,3C6JR6AT9GG318251,rwd,full-size,pickup,ca,39.517781,-119.773093,mid_to_high_mi,2016 ram 1500 mid_to_high_mi,19999.0
2021-04-17T15:20:52-0500,7308447939,columbia / jeff city,31990.0,2016,chevrolet,silverado 1500 double,good,,other,55795.0,clean,automatic,1GCVKREC8GZ296897,4wd,,pickup,mo,38.95,-92.32,mid_to_high_mi,2016 chevrolet silverado 1500 double mid_to_high_mi,30990.0
2021-04-27T09:15:40-0400,7313266106,new hampshire,33999.0,2016,chevrolet,silverado 1500,excellent,,gas,60834.0,clean,automatic,1GCVKSEC7GZ375839,,,pickup,nh,42.833518,-71.107205,high_mi,2016 chevrolet silverado 1500 high_mi,39995.0
2021-04-29T11:31:44-0400,7314330032,boston,32999.0,2016,ford,f150 supercrew cab xlt,like new,8 cylinders,gas,63000.0,clean,automatic,1FTEW1EF8GFB59699,4wd,full-size,truck,ma,42.1736,-71.0514,high_mi,2016 ford f150 supercrew cab xlt high_mi,28990.0
2021-05-02T15:04:18-0500,7315900826,des moines,21995.0,2016,chevrolet,silverado 1500,excellent,8 cylinders,gas,62546.0,clean,automatic,1GCVKNECXGZ373004,4wd,,truck,ia,41.600223,-93.69852,high_mi,2016 chevrolet silverado 1500 high_mi,39995.0
2021-04-13T16:55:22-0500,7306402697,madison,39995.0,2016,chevrolet,silverado 1500,good,8 cylinders,gas,68434.0,clean,automatic,3GCUKTEC6GG207742,4wd,full-size,truck,wi,42.970214,-90.112347,high_mi,2016 chevrolet silverado 1500 high_mi,39995.0
2021-04-08T13:46:25-0500,7303782017,appleton-oshkosh-FDL,27995.0,2016,toyota,tundra,excellent,,gas,65088.0,clean,automatic,5TFEW5F18GX195686,,,pickup,wi,44.228044,-88.423356,high_mi,2016 toyota tundra high_mi,24000.0
2021-04-16T22:28:14-0500,7308092105,green bay,41990.0,2016,chevrolet,silverado 2500hd,good,8 cylinders,gas,64101.0,clean,automatic,1GC1KVEG8GF202285,4wd,full-size,truck,wi,44.465754,-88.106358,high_mi,2016 chevrolet silverado 2500hd high_mi,56900.0
2021-04-27T06:29:26-0500,7313236780,shreveport,41000.0,2016,chevrolet,silverado 1500,excellent,8 cylinders,gas,68604.0,clean,automatic,3GCUKSEC9GG265726,4wd,full-size,pickup,la,32.34,-93.595,high_mi,2016 chevrolet silverado 1500 high_mi,39995.0
2021-04-23T14:39:01-0400,7311486730,vermont,30989.0,2015,ram,2500,good,8 cylinders,gas,53846.0,clean,automatic,3C6UR5CJ0FG658972,4wd,full-size,truck,vt,44.9502,-72.1376,mid_to_high_mi,2015 ram 2500 mid_to_high_mi,53850.0
2021-04-29T11:45:34-0600,7314410733,boise,48995.0,2015,ram,2500,excellent,6 cylinders,diesel,57397.0,clean,automatic,3C6UR5CL2FG695328,4wd,full-size,pickup,id,43.862345,-116.499187,mid_to_high_mi,2015 ram 2500 mid_to_high_mi,53850.0
2021-04-28T11:03:36-0500,7313859378,ames,41900.0,2015,ram,2500,excellent,6 cylinders,diesel,57360.0,clean,automatic,3C6UR5CL6FG708985,4wd,,truck,ia,42.506275,-92.466713,mid_to_high_mi,2015 ram 2500 mid_to_high_mi,53850.0
2021-05-02T10:11:16-0500,7315751608,minneapolis / st paul,36990.0,2015,toyota,tundra crewmax sr5 pickup,good,8 cylinders,gas,48380.0,clean,other,5TFDY5F13FX484723,4wd,,pickup,mn,45.20332,-93.39728,mid_to_high_mi,2015 toyota tundra crewmax sr5 pickup mid_to_high_mi,31590.0
